reporting_jurisdiction,partner_jurisdiction,year,total_revenues,related_party_revenues,unrelated_party_revenues,profit_before_tax,income_tax_paid,income_tax_accrued,stated_capital,accumulated_earnings,tangible_assets,num_employees,num_mne_groups,num_subgroups,num_entities,research_development,holding_equity,ip_management,purchasing,manufacturing,sales_marketing,admin_support,regulated_finance,internal_group_finance,insurance,services_unrelated,dormant,other_activity,profit_positive_panel,profit_negative_panel
GBR,GIB,2020,99217480.61264457,41140705.966986716,58076774.64565786,4080579.2396427486,836728.9151689451,1094954.375144871,2459947.602095524,19241572.419354927,9102575.1856346,1077.142027475317,3.0,3.0,4.0,1.0,5.0,5.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,0.0,4475291.723165537,-1163616.417889019
GBR,GIB,2021,32027139.639105875,22810835.12034118,9216304.518764693,5505386.076159296,493842.45025992696,634613.3904345456,69166.97244560582,27960971.14060416,212409.73495087054,328.69063621341496,5.0,5.0,7.0,1.0,7.0,9.0,2.0,0.0,1.0,4.0,2.0,15.0,5.0,0.0,6.0,0.0,5238514.2963402895,-1843315.4921596122
GBR,GRC,2016,9434871.526867874,2671960.8638293054,6762910.663038568,1766375.229100776,323976.27135841775,394134.6419404834,225228.38644862088,4143409.2321320376,451186.93561615824,159.27754186998817,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2038342.0972769156,-148439.9878897811
GBR,GRC,2017,673211515.3025187,593185689.2868123,80025826.0157064,-108316700.4820052,0.0,0.0,478979.5334468648,-220293804.20488676,1108294.919797592,1644.9384114946238,6.0,6.0,9.0,6.0,8.0,8.0,9.0,5.0,20.0,13.0,9.0,5.0,6.0,10.0,2.0,9.0,39362098.45903115,-107820395.68072693
GBR,GRC,2018,231817413.3179684,157249947.20476723,74567466.11320119,56820504.994107366,16065079.27239718,16142212.72855722,858582.7849556475,269565912.9020762,1464732.608485486,527.8389835817572,3.0,3.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,53501717.8083072,-11237870.593298651
GBR,GRC,2019,121151304.70067848,23971551.364049956,97179753.33662853,-8270008.960180579,0.0,0.0,19822888.542688504,-25683249.20130673,53871867.611158885,2278.628441143452,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,4.0,1.0,1.0,909827.9706325667,-8480430.903849365
GBR,GRC,2020,222141148.96713436,115373582.9517542,106767566.01538016,29856876.457755536,6669129.693244549,8534707.94339441,600127.8584874088,144159171.1288703,1710543.9045880276,1454.948686715439,3.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,3.0,30439357.589069903,-1609886.4794980544
GBR,GRC,2021,238894167.03352645,134987352.59055156,103906814.4429749,44237391.33652191,12482985.303028507,16521670.637838025,1385914.1637051366,200689276.8160525,3075605.9368992182,1330.007229533215,5.0,5.0,6.0,2.0,3.0,1.0,3.0,8.0,6.0,3.0,2.0,0.0,2.0,6.0,0.0,3.0,41194230.61309903,-3623997.2919599595
GBR,GRD,2016,38780616.619618274,11000308.249284845,27780308.37033343,10256750.38980546,1905504.908238554,2451419.749175673,186504.4590053127,21401465.50863587,931913.9700703105,294.5786123555899,7.0,7.0,12.0,2.0,22.0,11.0,3.0,1.0,1.0,7.0,6.0,19.0,1.0,4.0,13.0,3.0,9231127.342569971,-4791187.609075021
GBR,GRD,2017,794041789.3687857,776790865.5585037,17250923.81028202,104684223.70315135,0.0,0.0,2454516.8786375914,367357518.1568832,6542647.359296687,392.68987629249426,2.0,2.0,3.0,1.0,6.0,2.0,0.0,0.0,2.0,2.0,4.0,8.0,3.0,0.0,2.0,1.0,86702002.735475,-45731880.11142613
GBR,GRD,2018,151234731.51723018,55822928.13177875,95411803.38545144,30249902.941459116,2764045.055887532,2991866.2458365373,528585.2823565021,141464776.9383308,1199352.8330417809,1127.082274092204,3.0,3.0,5.0,2.0,6.0,4.0,1.0,1.0,1.0,0.0,3.0,9.0,1.0,2.0,6.0,1.0,35456434.35759985,-9720576.602629285
GBR,GRD,2019,349496208.24235624,205378096.6592106,144118111.58314565,151507260.64899036,34350711.61681814,35313654.53424467,46553430.87294074,395819546.91196924,131095805.0201489,4053.5095952291636,5.0,5.0,6.0,0.0,12.0,10.0,0.0,1.0,3.0,2.0,1.0,5.0,0.0,4.0,3.0,1.0,154998870.111407,-20974485.568926096
GBR,GRD,2020,681090807.4645085,465867826.59280324,215222980.87170532,223974831.84577352,14703468.98716886,19523163.96672646,8643249.862071438,1119974316.011717,41360475.308877945,2664.6791449786974,3.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,2.0,4.0,2.0,242391740.88606223,-90771596.73662782
GBR,GRD,2021,22791976.977274824,18409522.58472608,4382454.392548744,12495418.449564088,1975782.6711377234,2092768.1867722971,156889.22193434727,51846508.01462669,735586.3117328541,138.29233442453926,4.0,4.0,7.0,1.0,10.0,8.0,2.0,0.0,5.0,3.0,3.0,11.0,2.0,2.0,9.0,1.0,10595454.726586238,-2787514.2731885547
GBR,HKG,2016,676197805.1085074,474443066.5434459,201754738.5650615,302826671.8278764,14902517.605507962,17909455.40136126,1276161.824928992,612161548.8756504,3410311.3349984083,2373.3943150726595,3.0,3.0,4.0,0.0,6.0,5.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,299584140.42943305,-28921215.521011695
GBR,HKG,2017,5267415.556220509,4235808.594337006,1031606.9618835028,1795676.2881389463,182611.83608880924,251670.34938422072,537523.6483439743,9865285.35193247,3023826.0880756946,23.521354338849296,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2114329.1214668634,-767476.264932399
GBR,HKG,2018,190995976.1340282,150834935.1392258,40161040.99480238,89875547.35340779,31456441.573692724,32101179.366639055,15903086.270014377,466796841.8243587,65149927.90952255,610.7480622892825,6.0,6.0,8.0,2.0,7.0,5.0,1.0,1.0,3.0,3.0,5.0,7.0,1.0,1.0,5.0,1.0,107214533.85373771,-7958540.910820012
GBR,HKG,2019,25980652.765826836,19395848.324579764,6584804.44124707,-996066.9916530637,0.0,0.0,1244858.770300539,-2886661.0907868715,2690953.3483441314,84.99520974270543,3.0,3.0,7.0,2.0,7.0,9.0,2.0,1.0,0.0,5.0,3.0,9.0,2.0,0.0,5.0,3.0,120756.06116277199,-973070.6703789153
GBR,HKG,2020,425669406.8829828,306344903.0974041,119324503.78557868,145739454.19182765,24575582.81092488,33222060.48279145,291389.9484786766,843143204.8626001,566217.1859261154,1571.0738019249095,26.0,26.0,33.0,8.0,45.0,30.0,4.0,6.0,14.0,8.0,27.0,36.0,14.0,9.0,29.0,14.0,150137407.89597788,-26869387.83695301
GBR,HKG,2021,43658587.88551659,14597840.773599701,29060747.11191689,3981256.1951920497,416966.90812554973,563812.0616015585,2214154.1974975783,22802073.45271632,4447147.818309188,872.6582028713699,9.0,9.0,12.0,3.0,12.0,15.0,2.0,1.0,4.0,3.0,3.0,20.0,2.0,2.0,12.0,6.0,3784150.553106174,-1292574.3205195956
GBR,IMN,2016,16706327.194764683,10808853.58536346,5897473.609401222,7299072.125689022,1321466.1990902952,1332280.664488592,4908502.701161964,38831290.50832843,9714096.204109939,248.25886877326556,11.0,11.0,12.0,1.0,15.0,12.0,7.0,2.0,4.0,2.0,7.0,13.0,5.0,3.0,10.0,2.0,6033827.126850215,-2764374.303021803
GBR,IMN,2017,102071029.42400992,38688098.44168488,63382930.98232503,16872004.86285276,2380826.106477926,2668951.541672938,1190808.4746943708,100146068.4668385,2431344.9514640877,319.9421653550453,1.0,1.0,2.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,18581836.412505858,-4489455.338492624
GBR,IMN,2018,27821531.92082263,24682386.763486106,3139145.157336527,17603757.10341508,3666540.936990689,4382478.212085184,499622.4520172283,95561357.36130622,1187224.2560607411,101.66938601907634,9.0,9.0,17.0,13.0,29.0,14.0,20.0,6.0,6.0,12.0,10.0,28.0,9.0,13.0,22.0,13.0,14656044.971768418,-1479804.6165321358
GBR,IMN,2019,15546521.864563731,8617285.08446783,6929236.780095901,7898349.304737861,667337.917710985,872777.2155039727,3208557.4468230936,38638713.541321285,7528929.154802085,120.19614353965197,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,8926580.62640432,-2808094.980751997
GBR,IMN,2020,50436136.777491905,33712870.90143518,16723265.876056725,13572163.470833376,1637560.4639108945,1680246.7811766153,6887990.296539482,75330984.8740173,17706406.790621452,642.3062515649846,4.0,4.0,5.0,0.0,7.0,4.0,1.0,0.0,2.0,2.0,1.0,8.0,3.0,2.0,1.0,1.0,14626704.254865432,-3353076.9812339097
GBR,IMN,2021,46890233.66320691,23674664.136556968,23215569.526649944,21907945.932548214,0.0,0.0,983888.2228001072,82504461.59279151,2115945.579466737,328.8920392982948,9.0,9.0,14.0,2.0,12.0,14.0,2.0,3.0,4.0,7.0,8.0,11.0,5.0,1.0,18.0,1.0,22885151.308659207,-7217267.661034705
GBR,IND,2016,263081317.06244826,162912197.96548218,100169119.0969661,-52616263.41248965,0.0,0.0,1412800.359741538,-247254877.8959416,3886035.934784411,1270.443567533354,1.0,1.0,3.0,1.0,3.0,0.0,4.0,4.0,2.0,0.0,2.0,1.0,1.0,4.0,0.0,2.0,16113947.172207482,-58758383.26988864
GBR,IND,2017,18362291.90117642,3453936.313326482,14908355.587849937,3635468.6131078433,379213.51718507655,384490.0191653011,5389064.487389826,8956038.985159911,11851865.64616197,130.00716250526648,4.0,4.0,5.0,1.0,2.0,0.0,2.0,8.0,4.0,2.0,4.0,0.0,0.0,7.0,0.0,2.0,3644082.9337322237,-1740567.2638216668
GBR,IND,2018,12780798.84650425,583680.9564992281,12197117.890005022,1220055.638873398,334890.2638471293,446703.2572471532,1879128.598205051,7030107.3525208775,3261647.055847368,685.0351319249506,2.0,2.0,4.0,4.0,1.0,5.0,3.0,9.0,2.0,1.0,6.0,3.0,0.0,3.0,2.0,1.0,1449200.380119237,-452999.90354571264
GBR,IND,2019,38104502.02633549,21469082.1013588,16635419.924976692,1158295.9949883192,69784.32263431311,80457.20066412557,631268.0376822999,3670408.1593511063,1137590.65112358,279.296214183894,7.0,7.0,8.0,5.0,1.0,1.0,3.0,7.0,9.0,5.0,2.0,1.0,4.0,7.0,0.0,3.0,1019484.9961977846,-78855.66723827127
GBR,IND,2020,209422499.5635999,152437273.4677496,56985226.09585031,69858071.41490524,1869724.2366349266,2584409.004553927,5881013.759413362,387765760.19278675,16745026.658544539,744.3072700541506,3.0,3.0,5.0,2.0,2.0,2.0,6.0,6.0,8.0,7.0,1.0,0.0,0.0,3.0,2.0,2.0,75374192.74793088,-33369174.610411067
GBR,IND,2021,13626095.205897111,4666408.475828596,8959686.730068516,287793.44671490754,83143.54009309359,89517.93815106322,633016.2264785664,920114.5644573916,1374903.556403272,131.9956747090747,6.0,6.0,11.0,4.0,3.0,4.0,7.0,13.0,18.0,3.0,6.0,4.0,4.0,12.0,2.0,4.0,313013.55037910107,-63346.901082655684
GBR,IRL,2016,14055087.76838946,8075201.2827569,5979886.485632559,5385762.155544191,271919.7178747795,303015.78695481445,192708838.9232211,19954405.85036941,541593082.1625468,228.8722986371774,5.0,5.0,10.0,1.0,12.0,10.0,2.0,1.0,2.0,2.0,3.0,10.0,1.0,2.0,8.0,2.0,5071062.712831814,-2439568.324659374
GBR,IRL,2017,414487865.3730512,311998505.5902686,102489359.78278261,290058929.3841647,0.0,0.0,74968767.1751136,1643358136.8965995,144909176.29338866,1204.8384886396523,2.0,2.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,4.0,3.0,0.0,304485642.88208866,-38099496.330899894
GBR,IRL,2018,30775154.588257544,15848574.52744812,14926580.060809424,4228204.316955033,437701.1512097752,518062.03212549776,4369628.339194131,11637377.935496006,42280728.995213434,215.85982653449875,3.0,3.0,7.0,2.0,14.0,10.0,3.0,0.0,2.0,3.0,6.0,12.0,1.0,2.0,9.0,0.0,4009322.647685402,-647375.5840251192
GBR,IRL,2019,28507601.909239206,22593241.47522924,5914360.434009964,-2850760.190923921,0.0,0.0,1784468.9451311147,-13697727.280714985,4342032.436586398,148.53303530208012,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,868507.7462919701,-2756684.3222462875
GBR,IRL,2020,28440042.72953313,21985211.807185773,6454830.922347356,-947378.3138559979,0.0,0.0,5090140.047980897,-3950287.08503605,9460434.788628578,113.00283278612218,3.0,3.0,4.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,8.0,0.0,2.0,5.0,2.0,115855.89196574941,-897239.0449952227
GBR,IRL,2021,5707003.408146509,2372481.105705285,3334522.302441224,-297808.84818396583,0.0,0.0,221955.85325401867,-702739.0925721765,671017.7385802023,125.8227449129303,2.0,2.0,3.0,0.0,7.0,3.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,112280.31736246229,-306286.1594132683
GBR,ITA,2016,8951576.220033355,3335904.299052077,5615671.920981278,1826257.9244137248,284759.4254493776,326255.86453204934,237803.3156367626,8011986.2006221535,731293.7419943666,85.45656445450985,2.0,2.0,3.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,1663688.695974744,-545064.5511331024
GBR,ITA,2017,73238640.1241855,40519146.20903812,32719493.91514738,6975426.605492656,656432.4345580956,824280.8274258008,2264298.601171631,24713849.035788365,7564655.368552167,590.5029047745,10.0,10.0,16.0,11.0,2.0,5.0,10.0,16.0,12.0,5.0,8.0,3.0,2.0,19.0,6.0,3.0,6104431.17531866,-2795541.6341859964
GBR,ITA,2018,42024770.34939244,25089864.170099102,16934906.179293334,3553046.605736887,541506.2322915212,666467.8599040585,2619906.491667444,20115767.23687422,5573052.22685223,336.06150357994835,4.0,4.0,5.0,3.0,1.0,1.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,3.0,2.0,5.0,3378582.5130748,-1156434.1807299838
GBR,ITA,2019,10242261.235356783,5560402.273359862,4681858.961996921,1874760.2423089214,401060.19294709276,560526.1158829451,7439705.453752048,4700752.132796147,25089966.25495359,37.18047833385889,2.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,0.0,1784077.8805229594,-429428.68889599113
GBR,ITA,2020,3486857.29880019,597355.0809572068,2889502.2178429835,-296205.838603007,0.0,0.0,262834.15935366217,-837942.7077158988,613845.3107006566,96.51697705834299,1.0,1.0,2.0,2.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,96139.85279086088,-352512.999184987
GBR,ITA,2021,7025194.097952103,1244400.4851246015,5780793.612827502,2114688.459707643,387714.1733760859,473790.58207403735,727670.2318510892,4414850.357651469,3406348.742820471,126.89531680730737,6.0,6.0,7.0,7.0,1.0,2.0,12.0,8.0,8.0,3.0,1.0,0.0,1.0,5.0,1.0,5.0,2016990.492709764,-687726.553840585
GBR,JEY,2016,179696005.45425537,85840884.7626989,93855120.69155647,62599536.35395605,7766785.941289962,10338271.378181316,3680420.356769968,235196174.44685066,22667050.043868802,701.5423640602497,3.0,3.0,4.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,3.0,1.0,53927141.74679218,-7702496.915234242
GBR,JEY,2017,204775521.62495923,161452818.69398123,43322702.930978,16323544.419502577,1886388.3305953706,2627378.7668322846,261080.63050261437,75513707.84273331,1199878.16321676,409.9419287761533,2.0,2.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,7.0,2.0,0.0,3.0,0.0,17312340.45583639,-2028983.174705002
GBR,JEY,2018,69201454.6838385,40506905.69227435,28694548.991564155,38951584.19366909,7993032.280597126,9932746.629571289,556930.7335761023,226388360.66635397,1820268.891605156,278.26768672499225,4.0,4.0,7.0,0.0,7.0,3.0,2.0,1.0,3.0,3.0,2.0,6.0,3.0,3.0,7.0,1.0,33719027.44858688,-7035006.345943051
GBR,JEY,2019,193003708.73871,94417309.31311394,98586399.42559604,59216149.44539951,4696634.7700299835,6552657.013241604,714599.0685126999,156504030.73981988,1786961.942258519,1408.211424262998,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,57690809.59159707,-4127042.432996312
GBR,JEY,2020,95197904.7838398,75269872.36309445,19928032.420745358,16546827.174571907,0.0,0.0,305598.5026825846,90052444.41809593,2837644.773045553,199.8403901954656,4.0,4.0,6.0,2.0,10.0,7.0,3.0,1.0,2.0,3.0,7.0,5.0,1.0,3.0,8.0,2.0,17549421.22845507,-2852696.5677070217
GBR,JEY,2021,427047959.7949779,318524800.9786286,108523158.8163493,39643010.05044419,3848290.188251829,4837801.9446586715,426498.79447652656,115447709.85063902,1394196.1580114586,1107.558246184689,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,41436015.63007061,-10289103.373031132
GBR,JPN,2016,76374292.62065123,57105106.436872296,19269186.18377893,-3826056.881642511,0.0,0.0,10473092.474265192,-11590418.079911493,20125237.429668557,693.6368579726652,3.0,3.0,7.0,11.0,3.0,2.0,3.0,10.0,7.0,5.0,3.0,1.0,0.0,4.0,1.0,5.0,594260.8670606663,-3872738.1611875095
GBR,JPN,2017,69029005.44247834,35579082.833880745,33449922.6085976,5538432.630185202,1693345.391315297,2296150.5953070475,3037127.1534322035,29786462.20996805,5165020.562109973,160.5221322017674,2.0,2.0,5.0,4.0,3.0,5.0,2.0,5.0,9.0,5.0,8.0,0.0,3.0,6.0,0.0,1.0,6406150.244826351,-1350882.7385145857
GBR,JPN,2018,21824659.77803795,6835087.57923007,14989572.19880788,5248813.4374190355,792460.3865846791,841717.1271012515,8560698.036705267,20550144.187976975,19109686.571055926,1089.2655406890397,3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,0.0,0.0,2.0,0.0,3.0,4329281.373589947,-549864.0353741748
GBR,JPN,2019,17389109.994612,3505037.208822551,13884072.785789449,5032777.574296838,949951.1586734959,1033604.0168725383,191764.16696656874,10761673.822412541,705706.7454652424,441.90987958784353,6.0,6.0,8.0,2.0,6.0,2.0,1.0,8.0,4.0,5.0,0.0,6.0,7.0,7.0,4.0,3.0,5707781.473389973,-388344.23303585825
GBR,JPN,2020,66381632.02275907,42060124.246370494,24321507.776388578,5196674.0050525945,1102135.0595218765,1366146.620282367,1615604.1324900265,15103485.994064825,3605817.30159614,299.25476375673696,5.0,5.0,11.0,5.0,1.0,4.0,11.0,9.0,12.0,4.0,1.0,5.0,7.0,8.0,3.0,6.0,4501849.45254362,-1627993.176873742
GBR,JPN,2021,25710688.37195505,10677619.751783635,15033068.620171415,-1668888.0751508435,0.0,0.0,769219.3571774024,-4318151.804108314,1332574.9839832676,375.0565561060622,2.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,8.0,2.0,3.0,0.0,4.0,4.0,0.0,2.0,266779.6284213933,-1777180.6083549068
GBR,KOR,2016,55640951.84613529,28004086.500610188,27636865.3455251,10155414.220308302,1413411.4796505852,1516084.4912995175,1002134.25208761,29802180.226056453,2339330.6497601527,485.92565042318,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,8664022.603270395,-4201205.936384445
GBR,KOR,2017,2889612.3119715834,1128310.9874420974,1761301.324529486,551932.7992626671,155501.505141513,204332.06639581008,2310792.9822041136,2845498.059698707,4049677.949656663,50.025940874508656,1.0,1.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,554262.6637511593,-182161.1937587856
GBR,KOR,2018,23390852.18398084,233908.5218398084,23156943.662141033,4146227.2442367454,960652.3725929904,1173284.4303597198,14570966.723964876,20065263.787080176,32026963.117661044,1303.2133624195747,3.0,3.0,6.0,4.0,3.0,8.0,11.0,9.0,5.0,7.0,7.0,8.0,6.0,4.0,3.0,2.0,4598805.358913991,-1118331.6840824278
GBR,KOR,2019,2916537.015468414,951682.6860335843,1964854.3294348298,365549.5603846919,91022.50271095481,93384.12284640508,21564378.70427267,1126324.3244569437,47635331.83276367,78.91374758237716,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,384483.617657116,-105923.49373639839
GBR,KOR,2020,2560652.001702051,1341343.2290390253,1219308.772663026,64909.344980183174,14706.59841020519,20576.099032341765,1093215.9900002717,220641.7599416316,4279100.397037838,15.708731036781135,1.0,1.0,3.0,0.0,0.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,55789.614392200245,-4095.004297678734
GBR,KOR,2021,89749414.75856778,5609153.362930943,84140261.39563684,9119141.144427808,2559281.107273744,2793126.742687546,11096470.673607502,53326591.80194828,27189592.784476876,1262.4956671176233,3.0,3.0,4.0,2.0,1.0,0.0,1.0,7.0,2.0,6.0,0.0,0.0,1.0,5.0,1.0,2.0,10714482.30215028,-4536837.463338764
GBR,MEX,2016,13892716.057258783,4853904.221468836,9038811.835789947,5575002.128119154,317106.4149237005,369473.7148595021,662751.5680130429,33249703.2617984,1778563.2118043702,80.36316645781328,1.0,1.0,2.0,1.0,3.0,0.0,2.0,5.0,6.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,5442094.24695625,-2155320.270195319
GBR,MEX,2017,3242186.0898151984,1258336.4434639157,1983849.6463512825,548624.1699187721,110795.62589638087,148211.2874768227,327535.3670787711,2365976.333040223,801953.0841074453,43.564777443591645,3.0,3.0,4.0,1.0,0.0,1.0,1.0,8.0,5.0,5.0,0.0,1.0,0.0,4.0,1.0,1.0,614355.9593377257,-53075.9527730834
GBR,MEX,2018,5388890.284895428,613825.4777945103,4775064.807100918,1302911.5711504486,282198.79923576454,361148.77289791795,2871110.5077842046,3873189.475653802,5938485.037852854,195.68128492989894,6.0,6.0,9.0,10.0,3.0,2.0,2.0,12.0,7.0,6.0,1.0,4.0,3.0,5.0,1.0,6.0,1114223.43436823,-364309.5608433804
GBR,MEX,2019,12872667.717707066,6159734.645731792,6712933.071975273,248819.63816255145,3710.690088486716,4974.463786266687,502909.82401078305,565792.2528790752,1406715.3640814947,284.1697734389212,4.0,4.0,6.0,0.0,1.0,2.0,3.0,10.0,7.0,3.0,2.0,3.0,2.0,5.0,0.0,2.0,206920.20540336665,-121494.29413699037
GBR,MEX,2020,28617810.827134345,25602267.652090706,3015543.175043638,-5723562.165426869,0.0,0.0,9911573.338243704,-15242093.834922241,17025912.74960793,84.05221193919955,2.0,2.0,4.0,3.0,0.0,1.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,2.0,1.0,2266292.9575546756,-5519002.699167039
GBR,MEX,2021,3035091.0710137323,135356.47607218692,2899734.5949415453,-607018.2142027465,0.0,0.0,9259416.60685673,-3540615.7871239027,49904069.85422538,83.14630500919758,1.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,7.0,4.0,1.0,2.0,0.0,3.0,1.0,0.0,165942.48446893814,-577305.8272085612
GBR,NOR,2016,14830173.00287282,3639926.451604605,11190246.551268214,1273593.9912541262,320955.409444271,407863.5859372354,5129291.485460369,4334328.151768369,9696915.46575614,76.09722863659178,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,1451244.3533626124,-139488.59961955546
GBR,NOR,2017,65303488.54974609,39973419.0580434,25330069.49170269,10256281.056667916,1177866.980587356,1459487.0415808046,1274702.895377345,57642961.65983844,4145522.6367182513,251.8749708605307,3.0,3.0,5.0,1.0,3.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,3.0,4.0,2.0,4.0,9039004.343061628,-897668.6372301866
GBR,NOR,2018,15125061.39703582,6714422.982095,8410638.41494082,3096466.1209946494,604970.7153845781,672796.2987552754,734822.460145115,8854751.60482068,4191371.5246510883,86.75212962867896,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,2829947.195817239,-1302172.3202366708
GBR,NOR,2019,43117125.05315005,10149230.17256488,32967894.880585168,4789313.708700728,564339.2952593799,678802.7034980913,191876.4399768939,18622633.007752124,506939.0178943425,541.260909417565,2.0,2.0,4.0,3.0,1.0,2.0,3.0,5.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,4804875.771000901,-1574231.537114056
GBR,NOR,2020,21651245.51187198,6821097.962190183,14830147.549681794,2047607.9401122278,453173.27841074637,630100.6205675417,3542316.9869460696,4358736.309650805,13635795.485109553,209.34148524277336,2.0,2.0,5.0,3.0,1.0,2.0,5.0,6.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1871010.1807946602,-637845.0793675883
GBR,NOR,2021,75242520.20427877,14370215.765829297,60872304.438449465,7142123.55554516,1394329.0821083437,1612180.1185714556,1394295.0292466742,23860048.934756346,4395927.220215539,640.8550219187014,4.0,4.0,6.0,4.0,3.0,0.0,4.0,6.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,5954345.180165446,-1168859.320748233
GBR,NZL,2016,15596703.168468501,8444062.687147686,7152640.481320814,3106428.4928746307,453114.3903553514,525207.4812196601,34281321.821358345,15907897.267705424,63036796.33309267,120.93623823060958,4.0,4.0,5.0,3.0,0.0,1.0,2.0,5.0,7.0,2.0,2.0,0.0,2.0,6.0,0.0,2.0,2757465.535361897,-631267.5519924203
GBR,NZL,2017,32389710.19891501,7623627.58675561,24766082.6121594,10467666.193712467,4341818.79503413,5431743.293090028,2880949.252380021,40084489.92747203,8269555.675615986,399.3847675461559,2.0,2.0,5.0,3.0,0.0,0.0,5.0,3.0,6.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,12159388.681566864,-3820650.372781981
GBR,NZL,2018,28723981.245421253,25219451.748952717,3504529.4964685366,19268434.61609319,5583897.273110818,6702766.296793983,218906.29739202088,73815704.72001761,1037918.6792050779,76.46808494271977,2.0,2.0,3.0,4.0,2.0,3.0,3.0,6.0,3.0,3.0,4.0,4.0,2.0,0.0,2.0,2.0,17336702.178542268,-5592844.875791577
GBR,NZL,2019,258166190.06414714,32224324.634195592,225941865.42995155,-27246515.733494487,0.0,0.0,158221.83851655704,-55208985.73762793,683764.8342425617,913.3410823933295,2.0,2.0,3.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,10485089.521199645,-23494455.980756998
GBR,NZL,2020,38697184.348549515,386971.84348549513,38310212.50506402,-7739436.869709903,0.0,0.0,2792312.511235897,-38014070.31242678,9798962.984142656,782.1560497850668,3.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,7.0,3.0,6.0,4.0,0.0,4.0,1.0,1.0,1850742.831737899,-8665768.403744549
GBR,NZL,2021,3552970.2416050667,1897296.9459680156,1655673.295637051,783320.486552876,159500.25409840344,179863.6376601357,1810746.626853257,4176963.671134271,13904508.92199154,100.35495715929937,2.0,2.0,5.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,6.0,1.0,1.0,5.0,1.0,3.0,840893.3863537878,-211706.16072709393
